nom,type,ville,description,image_monument_url,lien_wikipedia,image_ville_url
Marrakesh Menara Airport,musée,Agadir,"Marrakesh Menara Airport is an international airport serving Marrakesh, the capital city of the Marrakesh-Safi region in Morocco. It is an international facility that receives several European flights as well as flights from Casablanca, some of the Arab world nations and from 2024, flights from North America. The airport served over 6.3 million passengers in 2019.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/ONDALOGO.png/330px-ONDALOGO.png,https://en.wikipedia.org/wiki/Marrakesh_Menara_Airport,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Taroudant,musée,Ouarzazate,"Taroudant is a city in the Sous in southwestern Morocco. It is situated east of Agadir on the road to Ouarzazate and south of Marrakesh. Today, it is a small market town and a tourist destination.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Al_Kassbah%2C_Taroudant%2C_Morocco_-_panoramio.jpg/330px-Al_Kassbah%2C_Taroudant%2C_Morocco_-_panoramio.jpg,https://en.wikipedia.org/wiki/Taroudant,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg
Rabat,musée,Rabat,"Rabat is the capital city of Morocco and the country's seventh-largest city with an urban population of approximately 580,000 (2014) and a metropolitan population of over 1.2 million. It is also the capital city of the Rabat-Salé-Kénitra administrative region. Rabat is located on the Atlantic Ocean at the mouth of the river Bou Regreg, opposite Salé, the city's main commuter town.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg,https://en.wikipedia.org/wiki/Rabat,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg
Seven Saints of Marrakesh,musée,Marrakech,"The Seven Saints of Marrakesh or Patron Saints of Marrakesh are seven historical Muslim figures buried in Marrakesh, Morocco. Each of them was a famous Muslim jurisprudent, scholar or wali venerated for their piety or other mystical attributes. Their tombs form the basis of a centuries-old annual pilgrimage or ziyara, during which visitors pray at each of their tombs over seven days.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/%D8%A3%D8%B6%D8%B1%D8%AD%D8%A9_%D8%A7%D9%84%D8%B1%D8%AC%D8%A7%D9%84_%D8%A7%D9%84%D8%B3%D8%A8%D8%B9%D8%A9_%D8%A8%D9%85%D8%B1%D8%A7%D9%83%D8%B4.jpg/330px-%D8%A3%D8%B6%D8%B1%D8%AD%D8%A9_%D8%A7%D9%84%D8%B1%D8%AC%D8%A7%D9%84_%D8%A7%D9%84%D8%B3%D8%A8%D8%B9%D8%A9_%D8%A8%D9%85%D8%B1%D8%A7%D9%83%D8%B4.jpg,https://en.wikipedia.org/wiki/Seven_Saints_of_Marrakesh,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pavillon_Menarag%C3%A4rten.jpg/330px-Pavillon_Menarag%C3%A4rten.jpg
Fès–Saïs Airport,musée,Meknès,"Saïss Airport or Fès–Saïss Airport is an airport serving Fez, the capital city of the Fès-Meknès region in Morocco. The airport crossed the million passengers mark in 2017 for the first time of its history by totalising 1,115,595 travelers.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/AEROPORT_FES_SAISS_FES_Commune_Oulad_Tay.jpg/330px-AEROPORT_FES_SAISS_FES_Commune_Oulad_Tay.jpg,https://en.wikipedia.org/wiki/F%C3%A8s%E2%80%93Sa%C3%AFs_Airport,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
Olhão Garden,musée,Agadir,"Olhão Garden is a park in New Talborj in the city of Agadir, Morocco. It was inaugurated on 2 March 1992 during the celebration of the Throne Day. It is named after Olhão, a coastal city in southern Portugal that is twinned with Agadir.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Agadir_28.01.2011_15-29-21.JPG/320px-Agadir_28.01.2011_15-29-21.JPG,https://en.wikipedia.org/wiki/Olh%C3%A3o_Garden,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
KAC Marrakech,musée,Marrakech,Kawkab Athletic Club of Marrakesh is a Moroccan professional football club based in Marrakesh. The club was founded on 20 September 1947 by Hadj Idriss Talbi.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Kawkab_Marrakech_logo.png/330px-Kawkab_Marrakech_logo.png,https://en.wikipedia.org/wiki/KAC_Marrakech,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pavillon_Menarag%C3%A4rten.jpg/330px-Pavillon_Menarag%C3%A4rten.jpg
Rabati Malik,musée,Rabat,"Rabati Malik, also called Ribat-i Malik, is a caravanserai ruin located on the M37 road from Samarkand to Bukhara about a kilometer west of the edge of Malik, Navoiy Province, Uzbekistan. It was constructed along the Silk Road according to the orders of Karakhanid Shams al-Mulk Nasr, son of Tamgachkhan Ibragim, who ruled in Samarkand from 1068 until 1080.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Rabat-i_Malik_caravanserai_2_%28cropped_and_retouched%29.jpg/330px-Rabat-i_Malik_caravanserai_2_%28cropped_and_retouched%29.jpg,https://en.wikipedia.org/wiki/Rabati_Malik,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg
MC Oujda,musée,Oujda,"Mouloudia Club of Oujda, commonly abbreviated to MC Oudja, is a Moroccan football club based in Oujda. Mouloudia, which closely translates to ""birth"" in Arabic, was named after the coincidence of the day of its creation: on March 16, 1946 with the anniversary of the birth of Muhammad.",https://upload.wikimedia.org/wikipedia/en/7/70/MC_Oujda_logo.png,https://en.wikipedia.org/wiki/MC_Oujda,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Zellij,musée,Casablanca,"Zellij, also spelled zillij or zellige, is a style of mosaic tilework made from individually hand-chiseled tile pieces. The pieces were typically of different colours and fitted together to form various patterns on the basis of tessellations, most notably elaborate Islamic geometric motifs such as radiating star patterns composed of various polygons. This form of Islamic art is one of the main characteristics of architecture in the western Islamic world. It is found in the architecture of Morocco, the architecture of Algeria, early Islamic sites in Tunisia, and in the historic monuments of al-Andalus. From the 14th century onwards, zellij became a standard decorative element along lower walls, in fountains and pools, on minarets, and for the paving of floors.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/%D9%86%D8%B8%D8%B1%D8%A9_%D9%85%D9%82%D8%B1%D8%A8%D8%A9_%D9%84%D9%84%D8%B2%D9%84%D9%8A%D8%AC_%D9%81%D9%8A_%D9%85%D8%AF%D8%B1%D8%B3%D8%A9_%D8%A7%D8%A8%D9%86_%D9%8A%D9%88%D8%B3%D9%81.jpeg/330px-%D9%86%D8%B8%D8%B1%D8%A9_%D9%85%D9%82%D8%B1%D8%A8%D8%A9_%D9%84%D9%84%D8%B2%D9%84%D9%8A%D8%AC_%D9%81%D9%8A_%D9%85%D8%AF%D8%B1%D8%B3%D8%A9_%D8%A7%D8%A8%D9%86_%D9%8A%D9%88%D8%B3%D9%81.jpeg,https://en.wikipedia.org/wiki/Zellij,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
Mausoleum of Sidi Harazem,musée,Fès,"The Mausoleum of Sidi Harazem or Marabout of Sidi Harazem is a funerary monument and shrine in Fez, Morocco. It is located in the Bab Ftouh Cemetery, one of the city's largest historic cemeteries. It contains the tomb of Sidi 'Ali ibn Harazem, a 12th-century Sufi mystic who died in 1164–65.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/20230912_11h3793Em_Sidi_Harazem_%2853249909374%29.jpg/330px-20230912_11h3793Em_Sidi_Harazem_%2853249909374%29.jpg,https://en.wikipedia.org/wiki/Mausoleum_of_Sidi_Harazem,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
Simon Attias Synagogue,musée,Essaouira,"The Simon Attias Synagogue is a former Jewish synagogue, located in Essaouira, formerly known as Mogador, in Marrakesh-Safi, Morocco. It is also known as the Bet Ha-Knesset Simon Attias, M'sod Attias and Shaarei T'filah. The synagogue was built in 1882. The former synagogue has been incorporated as part of Bayt Dakira, a Jewish museum.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Bayt_Dakira_Essaouira_07.jpg/330px-Bayt_Dakira_Essaouira_07.jpg,https://en.wikipedia.org/wiki/Simon_Attias_Synagogue,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg/330px-Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg
Gilles Simon (Formula One),musée,Oujda,Gilles Simon is a French Formula One engineer and designer.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Podio.jpg/330px-Podio.jpg,https://en.wikipedia.org/wiki/Gilles_Simon_(Formula_One),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Marinid Tombs,musée,Fès,"The Marinid Tombs or Merenid Tombs are a set of ruined monumental tombs on a hill above and north of Fes al-Bali, the old city of Fez, Morocco. They were originally a royal necropolis for the Marinid dynasty which ruled over Morocco in the 13th to 15th centuries. Today, they are a popular lookout point over the historic city.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Marinid_Tombs_in_April_2016_1.jpg/330px-Marinid_Tombs_in_April_2016_1.jpg,https://en.wikipedia.org/wiki/Marinid_Tombs,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
Turenne rail accident,musée,Oujda,The Turenne rail accident occurred on 14 September 1932 when a train carrying French Foreign Legionnaires crashed in Algeria killing 62 people.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Vue_de_l%27accident_de_chemin_de_fer_de_Tlemcen%2C_1932.jpg/330px-Vue_de_l%27accident_de_chemin_de_fer_de_Tlemcen%2C_1932.jpg,https://en.wikipedia.org/wiki/Turenne_rail_accident,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Dar Batha,musée,Fès,"Dar Batḥa, or Qasr al-Batḥa, is a former royal palace and present-day museum in the city of Fez, Morocco. The palace was commissioned by the Alaouite Sultan Hassan I in the late 19th century and finished under his successor Abdelaziz. It was converted into a museum of historical arts and crafts in 1915 with a collection that now comprises over 6,500 objects. The palace is located near Bab Bou Jeloud at the western edge of Fes el-Bali, the old medina quarter of the city, and close to Fes el-Jdid, the new medina quarter. It is adjacent to the Dar el-Beida palace located to its southeast, which was originally part of the same complex.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Dar_Batha_DSCF2861.jpg/330px-Dar_Batha_DSCF2861.jpg,https://en.wikipedia.org/wiki/Dar_Batha,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
List of Allied World War II conferences,musée,Casablanca,"This is a list of World War II conferences of the Allies of World War II. Names in boldface indicate the three conferences at which the leaders of the United States, the United Kingdom, and the Soviet Union were all present. For the historical context see Diplomatic history of World War II. See also the Anglo-French Supreme War Council, which operated from September 1939 until June 1940.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Roosevelt_Inonu_Churchill.jpg/330px-Roosevelt_Inonu_Churchill.jpg,https://en.wikipedia.org/wiki/List_of_Allied_World_War_II_conferences,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
Taza,musée,Meknès,"Taza is a city in northern Morocco occupying the corridor between the Rif mountains and Middle Atlas mountains, about 120 km east of Fez and 150 km south of Al Hoceima. It recorded a population of 148,406 in the 2019 Moroccan census and is the capital of Taza Province.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Taza_-_Maroc.jpg/330px-Taza_-_Maroc.jpg,https://en.wikipedia.org/wiki/Taza,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
Mendoub's Residence,musée,Tanger,"The Mendoub's Residence or Dar al-Mandub, formerly known as the Forbes Museum of Tangier, is a cultural monument and 10-acre (40,000 m2) property located on Mohammed Tazi Street in the Marshan neighborhood of Tangier, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Morocco_Tangier_Mendoub_Palace.jpg/330px-Morocco_Tangier_Mendoub_Palace.jpg,https://en.wikipedia.org/wiki/Mendoub's_Residence,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Zellij,musée,Casablanca,"Zellij, also spelled zillij or zellige, is a style of mosaic tilework made from individually hand-chiseled tile pieces. The pieces were typically of different colours and fitted together to form various patterns on the basis of tessellations, most notably elaborate Islamic geometric motifs such as radiating star patterns composed of various polygons. This form of Islamic art is one of the main characteristics of architecture in the western Islamic world. It is found in the architecture of Morocco, the architecture of Algeria, early Islamic sites in Tunisia, and in the historic monuments of al-Andalus. From the 14th century onwards, zellij became a standard decorative element along lower walls, in fountains and pools, on minarets, and for the paving of floors.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/%D9%86%D8%B8%D8%B1%D8%A9_%D9%85%D9%82%D8%B1%D8%A8%D8%A9_%D9%84%D9%84%D8%B2%D9%84%D9%8A%D8%AC_%D9%81%D9%8A_%D9%85%D8%AF%D8%B1%D8%B3%D8%A9_%D8%A7%D8%A8%D9%86_%D9%8A%D9%88%D8%B3%D9%81.jpeg/330px-%D9%86%D8%B8%D8%B1%D8%A9_%D9%85%D9%82%D8%B1%D8%A8%D8%A9_%D9%84%D9%84%D8%B2%D9%84%D9%8A%D8%AC_%D9%81%D9%8A_%D9%85%D8%AF%D8%B1%D8%B3%D8%A9_%D8%A7%D8%A8%D9%86_%D9%8A%D9%88%D8%B3%D9%81.jpeg,https://en.wikipedia.org/wiki/Zellij,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
Mogador Island,musée,Essaouira,"Mogador Island is the main island of the Iles Purpuraires near Essaouira in Morocco. It is about 3 kilometres long and 1.5 kilometres wide, and lies about 1.5 kilometres from Essaouira.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Mogador_island.jpg/330px-Mogador_island.jpg,https://en.wikipedia.org/wiki/Mogador_Island,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg/330px-Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg
Mendoub's Residence,musée,Tanger,"The Mendoub's Residence or Dar al-Mandub, formerly known as the Forbes Museum of Tangier, is a cultural monument and 10-acre (40,000 m2) property located on Mohammed Tazi Street in the Marshan neighborhood of Tangier, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Morocco_Tangier_Mendoub_Palace.jpg/330px-Morocco_Tangier_Mendoub_Palace.jpg,https://en.wikipedia.org/wiki/Mendoub's_Residence,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Great Mosque of Taza,musée,Meknès,"The Great Mosque of Taza is the most important religious building in the historic medina of Taza, Morocco. Founded in the 12th century by the Almohad caliph Abd al-Mu'min, it is the oldest surviving example of Almohad architecture. It was expanded by the Marinids in the late 13th century and renovated by the 'Alawi sultan al-Rashid in the 17th century.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Taza_mosque_minaret.jpg/330px-Taza_mosque_minaret.jpg,https://en.wikipedia.org/wiki/Great_Mosque_of_Taza,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
Kasbah of the Udayas,musée,Rabat,"The Kasbah of the Udayas, also spelled Kasbah of the Oudaias or of the Oudayas, is a kasbah (citadel) in Rabat, Morocco. It is located on a hill at the mouth of the Bou Regreg opposite Salé, and adjacent to the Medina quarter of Rabat. It is listed, along with other sites in Rabat, as a UNESCO World Heritage Site.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Kasbah_Oudayas_exterior.jpg/330px-Kasbah_Oudayas_exterior.jpg,https://en.wikipedia.org/wiki/Kasbah_of_the_Udayas,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg
Memphis National Cemetery,musée,Tanger,"Memphis National Cemetery is a United States National Cemetery located in the Nutbush neighborhood in northeast Memphis, Tennessee. Administered by the United States Department of Veterans Affairs, it encompasses 44.2 acres (17.9 ha), and as of the end of 2007, had 42,184 interments.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Memphis_national_cemetery.jpg/330px-Memphis_national_cemetery.jpg,https://en.wikipedia.org/wiki/Memphis_National_Cemetery,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
